municipio,codigo,populacao,receita_total,op_credito,alienacao_bens,amortizacao_divida,outras_receitas_capital,juros_encargos_divida,prpc,prpcapita_max3k,eq1_prpcapita
Prefeitura Municipal de Jundiaí do Sul - PR,4112900,3443,24904992.47,0,0,0,0,7115.38,7231.4482,3000,6
Prefeitura Municipal de Juranda - PR,4112959,7650,35124797.54,2441088.38,0,591174.21,0,207236.55,4168.0127,3000,6
Prefeitura Municipal de Jussara - PR,4113007,6995,30461711.29,0,171554.77,1330680.87,0,178683.88,4114.4805,3000,6
Prefeitura Municipal de Kaloré - PR,4113106,4402,24547217.8,884024.13,0,540724.78,0,149867.23,5218.6738,3000,6
Prefeitura Municipal de Lapa - PR,4113205,48067,172415172.52,6562372.41,0,1881181.48,0,793692.7,3394.8015,3000,6
Prefeitura Municipal de Laranjal - PR,4113254,6248,26292030.67,209460.03,0,408544.33,0,159651.57,4083.6067,3000,6
Prefeitura Municipal de Laranjeiras do Sul - PR,4113304,32228,103566480.64,3795287.3,216420,910079.9399999999,0,1008339.22,3029.5505,3000,6
Prefeitura Municipal de Leópolis - PR,4113403,4147,23481228.97,68692.8,0,967257.03,0,0,5412.4136,3000,6
Prefeitura Municipal de Lidianópolis - PR,4113429,3662,20275846,0,75514.00999999999,97885.32000000001,0,14009.93,5485.6465,3000,6
Prefeitura Municipal de Lindoeste - PR,4113452,5129,25793452.14,0,295000,178831.8,0,101705.59,4916.7314,3000,6
Prefeitura Municipal de Loanda - PR,4113502,22754,77147134.92,0,74400,777442.73,0,200298.51,3344.2468,3000,6
Prefeitura Municipal de Lobato - PR,4113601,4721,28620548.43,0,168200,270216.25,0,118598.23,5944.4048,3000,6
Prefeitura Municipal de Londrina - PR,4113700,553393,1940170202.08,1847810.58,957100,27082653.31,0,8328570.7,3436.8958,3000,6
Prefeitura Municipal de Luiziana - PR,4113734,7463,30949463.42,315000,0,280673.75,0,44682.73,4061.2498,3000,6
Prefeitura Municipal de Lunardelli - PR,4113759,5063,827679.96,258122.43,110450,226449.86,0,277601.18,-8.8768539,-8.8768539,1.2031848
Prefeitura Municipal de Lupionópolis - PR,4113809,4885,23180184.02,0,459000,440938.98,0,45259.9,4551.686,3000,6
Prefeitura Municipal de Mallet - PR,4113908,13611,41107729.04,0,55650,3642633.01,0,225813.6,2731.8811,2731.8811,5.5725594
Prefeitura Municipal de Mamborê - PR,4114005,13870,57729027.82,655912.0600000001,248943.53,709819.74,0,39741.85,4042.8704,3000,6
Prefeitura Municipal de Mandaguaçu - PR,4114104,21920,66327277.54,0,117955.1,891445.54,0,263613.14,2967.804,2967.804,5.9486723
Prefeitura Municipal de Mandaguari - PR,4114203,34425,108167118.72,544810.59,84937.99000000001,3834320.46,8697.709999999999,423565.85,2999.8777,2999.8777,5.999805
Prefeitura Municipal de Mandirituba - PR,4114302,25287,74680560.77,0,31397.68,1350443.65,0,225256.86,2889.7639,2889.7639,5.8242593
Prefeitura Municipal de Manfrinópolis - PR,4114351,2861,19687686.75,716768,0,71650.09,0,29367.6,6595.5615,3000,6
Prefeitura Municipal de Mangueirinha - PR,4114401,17301,123741105.15,2000000,0,1517326.14,0,352724.62,6928.562,3000,6
Prefeitura Municipal de Manoel Ribas - PR,4114500,13684,47146611.59,599689.4,0,1216799.33,0,57262.52,3308.4521,3000,6
Prefeitura Municipal de Marechal Cândido Rondon - PR,4114609,51306,215274617.69,5637882.88,119156,1317648.7,0,738426.37,4043.6108,3000,6
Prefeitura Municipal de Maria Helena - PR,4114708,5932,3326301.16,0,234671.94,338364.13,0,0,464.13776,464.13776,1.9572748
Prefeitura Municipal de Marialva - PR,4114807,34675,98016146.48,1040203.26,1126.53,1772530.14,0,730312.7,2724.498,2724.498,5.5607891
Prefeitura Municipal de Marilândia do Sul - PR,4114906,9073,32304259.49,443103.57,97908.25,582112.9,0,59086.84,3430.1826,3000,6
Prefeitura Municipal de Marilena - PR,4115002,7166,27785149.7,75182.34,117330,608508.09,0,194055.91,3738.4976,3000,6
Prefeitura Municipal de Mariluz - PR,4115101,10548,34578056.37,0,0,939075.24,0,501411.41,3141.5974,3000,6
Prefeitura Municipal de Maringá - PR,4115200,403063,1722032476.25,122363971.7,1398713.67,59736393.17,0,4105716.83,3806.9177,3000,6
Prefeitura Municipal de Mariópolis - PR,4115309,6612,36866775.32,0,82900,150827.34,0,70137.58,5529.7808,3000,6
Prefeitura Municipal de Maripá - PR,4115358,5776,39761933.69,703320.5699999999,39232.08,274687.08,0,152364.92,6681.4976,3000,6
Prefeitura Municipal de Marmeleiro - PR,4115408,14539,58621929.07,0,0,8244.65,0,0,4031.4797,3000,6
Prefeitura Municipal de Marquinho - PR,4115457,4826,25496328.31,982000,337800,419431.23,0,403464.82,4839.1279,3000,6
Prefeitura Municipal de Marumbi - PR,4115507,4760,22755972.39,0,24336,387970.39,0,39742.15,4685.6982,3000,6
Prefeitura Municipal de Matelândia - PR,4115606,17491,86707064.16,0,0,628068.5699999999,0,243800.82,4907.3921,3000,6
Prefeitura Municipal de Matinhos - PR,4115705,33024,143022015.94,56539.32,0,2911936.29,0,644003.6899999999,4221.4614,3000,6
Prefeitura Municipal de Mato Rico - PR,4115739,3622,23982239.81,82931.67999999999,33230,214289.5,0,70350.87,6510.6123,3000,6
Prefeitura Municipal de Mauá da Serra - PR,4115754,9874,112291275.06,649659.92,274560.5,156501.76,0,9620.26,11261.994,3000,6
Prefeitura Municipal de Medianeira - PR,4115804,45239,167573293.39,268599.87,800716.33,4688469.15,0,1422644.37,3545.4556,3000,6
Prefeitura Municipal de Mercedes - PR,4115853,5437,39038835.57,985549.1899999999,65700,469932.43,0,176828.48,6867.9097,3000,6
Prefeitura Municipal de Mirador - PR,4115903,2324,17271444.05,0,101235,0,0,0,7388.2139,3000,6
Prefeitura Municipal de Miraselva - PR,4116000,1880,16453273.25,0,255420,66618.34,0,0,8580.4443,3000,6
Prefeitura Municipal de Missal - PR,4116059,10863,61208691.8,781200,0,895666.89,0,364566.57,5446.6777,3000,6
Prefeitura Municipal de Moreira Sales - PR,4116109,12621,39805986.04,101816.59,525791.97,588992.53,0,135002.92,3046.8569,3000,6
Prefeitura Municipal de Morretes - PR,4116208,16488,53823872.57,0,0,213102.83,0,31852.91,3249.5703,3000,6
Prefeitura Municipal de Munhoz de Melo - PR,4116307,3934,26988504.49,1089286.67,121000,310013.92,0,142905,6437.5444,3000,6
Prefeitura Municipal de Nossa Senhora das Graças - PR,4116406,4070,16138398.17,0,0,295661.96,0,45098.65,3881.4834,3000,6
Prefeitura Municipal de Nova Aliança do Ivaí - PR,4116505,1527,15093054.43,0,0,355635.49,0,95730.89999999999,9588.5322,3000,6
Prefeitura Municipal de Nova América da Colina - PR,4116604,3549,22520189.53,0,194577.46,970511.12,0,0,6017.2163,3000,6
Prefeitura Municipal de Nova Aurora - PR,4116703,11418,52710723.53,746168.9,24760,548233.28,0,276820.2,4476.6807,3000,6
Prefeitura Municipal de Nova Cantu - PR,4116802,6471,31072685.39,0,0,507576.96,0,0,4723.3979,3000,6
Prefeitura Municipal de Nova Esperança - PR,4116901,28084,91017722.68000001,1153965,0,1399480.58,0,654260.05,3126.6919,3000,6
Prefeitura Municipal de Nova Esperança do Sudoeste - PR,4116950,5194,27561634.9,800000,128150,337342.64,0,193029.58,5025.6279,3000,6
Prefeitura Municipal de Nova Fátima - PR,4117008,8357,26324826.25,0,0,520865.24,0,0,3087.7063,3000,6
Prefeitura Municipal de Nova Laranjeiras - PR,4117057,11947,42032029.55,52201.86,2052,706349.97,0,203719.72,3437.491,3000,6
Prefeitura Municipal de Nova Londrina - PR,4117107,13478,50854988.94,1075444.5,0,1962808.23,0,553315.0600000001,3506.7087,3000,6
Prefeitura Municipal de Nova Olímpia - PR,4117206,5806,27267658.04,0,292000,230464.3,0,21760.44,4602.7271,3000,6
Prefeitura Municipal de Nova Santa Bárbara - PR,4117214,4190,19162185.74,0,117600,194164.82,0,76054.48,4480.7559,3000,6
Prefeitura Municipal de Nova Santa Rosa - PR,4117222,8140,40012858.64,243878.86,0,281338.4,0,141808.55,4833.6406,3000,6
Prefeitura Municipal de Nova Prata do Iguaçu - PR,4117255,10733,60174299.58,607162.29,177250,943121.4,0,395472.99,5408.6733,3000,6
Prefeitura Municipal de Nova Tebas - PR,4117271,6644,35847201.09,213303.26,159200,275106.7,0,95867.11,5283.5225,3000,6
Prefeitura Municipal de Novo Itacolomi - PR,4117297,2907,19135717.3,0,0,32371.58,0,32098.69,6560.4565,3000,6
Prefeitura Municipal de Ortigueira - PR,4117305,23308,91825597.23999999,2500000,151894,598857.52,0,127462.5,3794.7222,3000,6
Prefeitura Municipal de Ourizona - PR,4117404,3491,21436028.38,0,0,0,0,56864.6,6124.0801,3000,6
Prefeitura Municipal de Ouro Verde do Oeste - PR,4117453,6000,30532495.16,0,72052,162890.54,0,77672.33,5036.6465,3000,6
Prefeitura Municipal de Paiçandu - PR,4117503,39728,88233955.01000001,0,1328443.57,947642.8100000001,0,457892.88,2152.1338,2152.1338,4.6483135
Prefeitura Municipal de Palmas - PR,4117602,48339,129467889.06,0,0,769037.37,0,520534.21,2651.6543,2651.6543,5.4446597
Prefeitura Municipal de Palmeira - PR,4117701,33889,134860385.55,2129194.38,18249,2603133.88,0,1800186.84,3786.1731,3000,6
Prefeitura Municipal de Palmital - PR,4117800,14332,53919870.33,1150045.55,0,696861.24,0,235280,3616.9189,3000,6
Prefeitura Municipal de Palotina - PR,4117909,31115,160583122.98,1297912.7,0,993311.67,0,905043.61,5058.231,3000,6
Prefeitura Municipal de Paraíso do Norte - PR,4118006,13345,40186360.07,0,26000,155858.57,0,114051.8,2989.1682,2989.1682,5.9827318
Prefeitura Municipal de Paranacity - PR,4118105,11168,35933032.7,0,0,539535.6800000001,0,5000,3168.7407,3000,6
Prefeitura Municipal de Paranaguá - PR,4118204,151829,536809207.44,11364422.69,8307.969999999999,18633224.28,0,1466782.29,3328.3264,3000,6
Prefeitura Municipal de Paranapoema - PR,4118303,3117,19074970.6,0,0,663103.71,0,0,5906.9189,3000,6
Prefeitura Municipal de Paranavaí - PR,4118402,87316,276054734.06,6037207.07,0,4882051.41,0,5316600.65,2975.616,2975.616,5.9611263
Prefeitura Municipal de Pato Bragado - PR,4118451,5432,46779918.6,0,0,118742.04,0,4158.5,8589.2891,3000,6
Prefeitura Municipal de Pato Branco - PR,4118501,79869,322952764.46,0,43610,5834088.17,0,2049434.44,3944.2791,3000,6
Prefeitura Municipal de Paula Freitas - PR,4118600,5808,24808627.75,716443.6,0,117539.48,0,43580.48,4120.3623,3000,6
Prefeitura Municipal de Paulo Frontin - PR,4118709,7326,24204126.7,977500,0,816199.6899999999,0,46068.59,3052.738,3000,6
Prefeitura Municipal de Peabiru - PR,4118808,14171,51844734.11,0,5016.34,390750.66,0,295966.66,3609.6958,3000,6
Prefeitura Municipal de Perobal - PR,4118857,6029,28190609.35,0,115990,162197.83,0,1585.53,4629.4302,3000,6
Prefeitura Municipal de Pérola - PR,4118907,11020,51516543.1,0,282920,664857.88,0,345136.71,4557.498,3000,6
Prefeitura Municipal de Pérola d'Oeste - PR,4119004,6674,21478047.52,117427.37,12000,157914.26,0,69696.61,3164.6702,3000,6
Prefeitura Municipal de Piên - PR,4119103,12334,50381082.59,1066220.8,365454.17,970904.9,0,428532.26,3855.1946,3000,6
Prefeitura Municipal de Pinhais - PR,4119152,128256,444230990.88,3818151.91,149700,109035.79,0,180857.84,3430.4302,3000,6
Prefeitura Municipal de Pinhalão - PR,4119202,6433,26892384.04,149914.85,209324.18,309064.54,0,179082.97,4048.655,3000,6
Prefeitura Municipal de Pinhal de São Bento - PR,4119251,2749,20190703.52,704741.14,251250,173883.51,0,119136.15,6890.394,3000,6
Prefeitura Municipal de Pinhão - PR,4119301,32322,114445724.87,834000,132150,823344.72,0,222378.49,3478.5549,3000,6
Prefeitura Municipal de Piraí do Sul - PR,4119400,25117,80553967.69,0,0,1219794.97,0,0,3158.5847,3000,6
Prefeitura Municipal de Piraquara - PR,4119509,106132,248167115.75,6253668.69,0,3799338.19,0,1514610.6,2229.2947,2229.2947,4.7713251
Prefeitura Municipal de Pitanga - PR,4119608,32015,104776819.95,0,31363.8,733630.6800000001,0,501713.89,3233.1755,3000,6
Prefeitura Municipal de Pitangueiras - PR,4119657,3107,19545750.18,0,0,113802.05,0,13184.4,6250.0044,3000,6
Prefeitura Municipal de Planaltina do Paraná - PR,4119707,4303,18682954.81,0,0,0,0,0,4341.8442,3000,6
Prefeitura Municipal de Planalto - PR,4119806,13907,51984062.95,820184.62,25823,378784.81,0,86004.45,3643.7236,3000,6
Prefeitura Municipal de Ponta Grossa - PR,4119905,341130,783319438.11,4141460.04,5225572.37,45499026.57,0,5644739.09,2118.8657,2118.8657,4.5952773
Prefeitura Municipal de Pontal do Paraná - PR,4119954,24878,113615005.06,292686.38,0,518322.94,0,289504.99,4522.6504,3000,6
Prefeitura Municipal de Porecatu - PR,4120002,13863,42947365.9,0,404805.79,1309533.82,0,0,2974.322,2974.322,5.9590635
Prefeitura Municipal de Porto Amazonas - PR,4120101,4835,20837938.1,0,0,129311.95,0,65738,4269.4702,3000,6
Prefeitura Municipal de Porto Barreiro - PR,4120150,3527,22671711.31,57593.36,84075,182049.53,0,142633.42,6295.8208,3000,6
Prefeitura Municipal de Porto Rico - PR,4120200,2610,21074195.39,0,0,285428.34,0,150619.31,7907.3364,3000,6
Prefeitura Municipal de Porto Vitória - PR,4120309,4148,21081537.19,0,0,376022.32,0,35001.56,4983.248,3000,6
Prefeitura Municipal de Prado Ferreira - PR,4120333,3693,20881573.77,0,225830.7,80776.5,0,0,5571.3423,3000,6
Prefeitura Municipal de Pranchita - PR,4120358,5517,27848056.86,0,0,184269.76,0,154603.65,4986.2578,3000,6
Prefeitura Municipal de Presidente Castelo Branco - PR,4120408,5227,19739790.29,0,318,48469.38,0,0,3767.1709,3000,6
Prefeitura Municipal de Primeiro de Maio - PR,4120507,11286,42168189.65,0,.18,139748.7,0,10074.95,3723.052,3000,6
Prefeitura Municipal de Prudentópolis - PR,4120606,51849,147185795.8,2796848.61,0,2102664.7,0,765254.72,2729.4841,2729.4841,5.568738
Prefeitura Municipal de Quarto Centenário - PR,4120655,4764,28405000.73,342000,20641.34,182353.41,0,90037.99000000001,5829.1284,3000,6
Prefeitura Municipal de Quatiguá - PR,4120705,7441,27824788.44,0,0,0,0,0,3739.3884,3000,6
Prefeitura Municipal de Quatro Barras - PR,4120804,22651,111793187.49,555260.96,0,2327052,0,1137855.1,4757.9805,3000,6
Prefeitura Municipal de Quatro Pontes - PR,4120853,4014,28202241.72,250000,40000,394021.54,0,121090.13,6825.3936,3000,6
Prefeitura Municipal de Quedas do Iguaçu - PR,4120903,33543,92597127.65000001,1676493.39,125050,1607919.27,0,572851.02,2641.8274,2641.8274,5.4289937
Prefeitura Municipal de Querência do Norte - PR,4121000,12284,38950014.45,0,65582,506002.29,0,253156.98,3103.6531,3000,6
Prefeitura Municipal de Quinta do Sol - PR,4121109,4941,29273406.13,1354755,358133.75,213505.03,0,3546.81,5533.9941,3000,6
Prefeitura Municipal de Quitandinha - PR,4121208,18578,61025381.86,833040.7,0,601736.05,0,231638.23,3195.1216,3000,6
Prefeitura Municipal de Ramilândia - PR,4121257,4410,22779797.71,0,80870,89849.31,0,25306.55,5121.0366,3000,6
Prefeitura Municipal de Rancho Alegre - PR,4121307,3977,16248421.33,0,0,0,0,0,4085.5974,3000,6
Prefeitura Municipal de Rancho Alegre D'Oeste - PR,4121356,2800,21502490.38,0,204108,71656.53999999999,0,37348.66,7567.6348,3000,6
Prefeitura Municipal de Realeza - PR,4121406,17111,58996512.54,0,0,133033.65,0,3770.15,3439.8755,3000,6
Prefeitura Municipal de Rebouças - PR,4121505,14926,42598201.49,1418900,413290,712900.75,0,253630.14,2666.4531,2666.4531,5.4682527
Prefeitura Municipal de Renascença - PR,4121604,6979,34526507.6,586374.79,419950,466146.16,0,96776.94,4722.3472,3000,6
Prefeitura Municipal de Reserva - PR,4121703,26763,83881148.04000001,2929595.99,56900,612964.16,0,280288.59,2989.2539,2989.2539,5.9828682
Prefeitura Municipal de Reserva do Iguaçu - PR,4121752,7872,35961437.81,0,142740,1726073.76,0,97287.12,4318.5132,3000,6
Prefeitura Municipal de Ribeirão Claro - PR,4121802,10945,48246597.33,0,47958.85,56383.36,0,0,4398.5615,3000,6
Prefeitura Municipal de Ribeirão do Pinhal - PR,4121901,13601,34615787.47,0,0,568911.01,0,0,2503.2627,2503.2627,5.2080908
Prefeitura Municipal de Rio Azul - PR,4122008,15125,56909968.62,0,51188.24,0,0,70169.86,3754.6189,3000,6
Prefeitura Municipal de Rio Bom - PR,4122107,3348,17899593.3,0,0,260257.95,0,46181.74,5254.8247,3000,6
Prefeitura Municipal de Rio Bonito do Iguaçu - PR,4122156,13545,51888834.8,1297000,893006.87,518612.4,0,218544.02,3614.7415,3000,6
Prefeitura Municipal de Rio Branco do Ivaí - PR,4122172,4104,2113543.83,0,0,226626.91,0,0,459.77509,459.77509,1.9503196
Prefeitura Municipal de Rio Branco do Sul - PR,4122206,32504,113684364.83,0,0,1400388.56,0,0,3454.4663,3000,6
Prefeitura Municipal de Rio Negro - PR,4122305,33628,110787388.32,1426779.9,12640,1807227.95,0,704470.27,3177.0034,3000,6
Prefeitura Municipal de Rolândia - PR,4122404,64028,228656936.84,1357128.11,186634.56,1770048.68,0,1344123.88,3498.4539,3000,6
Prefeitura Municipal de Roncador - PR,4122503,10921,138169971.49,836200,115422,1630885.25,0,253601.03,12392.076,3000,6
Prefeitura Municipal de Rondon - PR,4122602,9535,30181733.35,232479.18,128500,443510.69,0,189751.09,3061.0898,3000,6
Prefeitura Municipal de Rosário do Ivaí - PR,4122651,5298,22522255.53,0,0,132143.29,0,0,4226.144,3000,6
Prefeitura Municipal de Sabáudia - PR,4122701,6644,33397945.44,0,0,327273.34,0,41984.39,4971.2051,3000,6
Prefeitura Municipal de Salgado Filho - PR,4122800,4072,24224295,0,277190.54,0,0,0,5880.9194,3000,6
Prefeitura Municipal de Salto do Itararé - PR,4122909,5179,19454869.01,0,1364,128572.73,0,0,3731.4023,3000,6
Prefeitura Municipal de Salto do Lontra - PR,4123006,14627,52228185.42,835781.36,0,1152158.3,0,344212.06,3411.228,3000,6
Prefeitura Municipal de Santa Amélia - PR,4123105,3643,18844610.77,618335.9300000001,0,225415.08,0,69821.67999999999,4922.0527,3000,6
Prefeitura Municipal de Santa Cecília do Pavão - PR,4123204,3570,19843187.04,0,0,165586.82,0,0,5511.9326,3000,6
Prefeitura Municipal de Santa Cruz de Monte Castelo - PR,4123303,8140,33367330.23,0,435210.22,757801.6899999999,0,209237.59,3926.9141,3000,6
Prefeitura Municipal de Santa Fé - PR,4123402,11562,43912384.14,0,0,506064.31,0,367376.83,3722.448,3000,6
Prefeitura Municipal de Santa Helena - PR,4123501,25665,189674890.78,0,454667.58,541102.51,0,0,7351.6118,3000,6
Prefeitura Municipal de Santa Inês - PR,4123600,1746,14226554.44,0,28000,136229.38,0,0,8054.0234,3000,6
Prefeitura Municipal de Santa Isabel do Ivaí - PR,4123709,8877,31548717.87,1782249.59,146592,225392.94,0,156204.92,3293.7117,3000,6
Prefeitura Municipal de Santa Izabel do Oeste - PR,4123808,14289,57352862.41,41479.43,72011,1375023.8,0,375145.2,3883.3511,3000,6
Prefeitura Municipal de Santa Lúcia - PR,4123824,3955,20967764.15,0,0,144346.18,0,4953.19,5263.8345,3000,6
Prefeitura Municipal de Santa Maria do Oeste - PR,4123857,10861,34414419.06,0,135750,341475.04,0,70823.58,3118.1631,3000,6
Prefeitura Municipal de Santa Mariana - PR,4123907,12369,41755990.85,1406606.75,0,433682.07,0,80257.12,3220.5874,3000,6
Prefeitura Municipal de Santa Mônica - PR,4123956,3915,23691112.14,0,82100,142299.17,0,5583.72,5992.6255,3000,6
Prefeitura Municipal de Santana do Itararé - PR,4124004,5244,22104574.88,0,190464.91,70934.38,0,0,4165.3652,3000,6
Prefeitura Municipal de Santa Tereza do Oeste - PR,4124020,10489,47627505.54,188590.13,55000,1557523.95,0,346029.39,4336.0054,3000,6
Prefeitura Municipal de Santa Terezinha de Itaipu - PR,4124053,22783,100767493.73,1216700,10000,893447.4399999999,0,466984.09,4309.3691,3000,6
Prefeitura Municipal de Santo Antônio da Platina - PR,4124103,45562,110791814.94,669564.1899999999,15399.98,2091822.05,0,944976.6800000001,2349.9858,2349.9858,4.9637337
Prefeitura Municipal de Santo Antônio do Caiuá - PR,4124202,2749,17442785.99,0,0,17958.93,0,0,6338.6055,3000,6
Prefeitura Municipal de Santo Antônio do Paraíso - PR,4124301,2307,18763847.87,88000,0,363764.55,0,80385.98,7902.7729,3000,6
Prefeitura Municipal de Santo Antônio do Sudoeste - PR,4124400,20059,59576529.33,188569.98,0,1168267.69,0,499538.38,2877.519,2877.519,5.804738
Prefeitura Municipal de Santo Inácio - PR,4124509,5494,29258606.6,0,0,485042.07,0,71572.57000000001,5224.2432,3000,6
Prefeitura Municipal de São Carlos do Ivaí - PR,4124608,6797,30979846.07,0,311892.42,400897.88,0,139291.71,4432.5093,3000,6
Prefeitura Municipal de São Jerônimo da Serra - PR,4124707,11535,4142319.72,0,0,198358.7,0,0,341.91254,341.91254,1.7624207
Prefeitura Municipal de São João - PR,4124806,10676,52250888.74,2767260.8,371080.77,775283.9300000001,0,455938.68,4484.9497,3000,6
Prefeitura Municipal de São João do Caiuá - PR,4124905,6031,22125097.4,0,0,0,0,0,3668.562,3000,6
Prefeitura Municipal de São João do Ivaí - PR,4125001,11115,39623122.22,0,10000,550440.75,0,445980.19,3474.2871,3000,6
Prefeitura Municipal de São João do Triunfo - PR,4125100,14815,45058266.27,0,42600.17,1481780.94,0,171829.13,2926.9021,2926.9021,5.8834658
Prefeitura Municipal de São Jorge d'Oeste - PR,4125209,9296,53439798.78,991883.9300000001,0,2004903.57,0,308922.05,5393.082,3000,6
